english_name,indonesian_name,is_dangerous
PEG Lactate Compound,PEG Lactate Compound,False
Hydroxy Palmitate Compound,Hydroxy Palmitate Compound,False
Potassium Carbonate,Kalium Karbonat,False
PEG Citrate Solution,PEG Sitrat Solution,False
PEG Phosphate,PEG Fosfat,False
Acrylate Sulfate,Acrylate Sulfat,False
Magnesium Lactate Blend,Magnesium Lactate Blend,False
Poly Laurate Solution,Poly Laurate Solution,False
Isopropyl Silicate,Isopropyl Silicate,False
PPG Lactate,PPG Lactate,False
Butyl Oxide Solution,Butyl Oksida Solution,False
Propyl Glutamate,Propyl Glutamate,False
PEG Citrate Compound,PEG Sitrat Compound,False
PPG Oxide Solution,PPG Oksida Solution,False
Acrylate Phosphate Solution,Acrylate Fosfat Solution,False
Isopropyl Stearate,Isopropyl Stearate,False
Magnesium Silicate Derivative,Magnesium Silicate Derivative,False
Calcium Sulfate Blend,Kalsium Sulfat Blend,False
Calcium Sulfate,Kalsium Sulfat,False
PPG Laurate,PPG Laurate,False
Sodium Citrate Copolymer,Natrium Sitrat Copolymer,False
Potassium Lactate,Kalium Lactate,False
Hydrogenated Laurate Oil,Hydrogenated Laurate Minyak,False
Isopropyl Benzoate,Isopropyl Benzoat,False
Isopropyl Lactate,Isopropyl Lactate,False
Acrylate Carbonate,Acrylate Karbonat,False
PEG Sulfate,PEG Sulfat,False
Hydrogenated Palmitate Compound,Hydrogenated Palmitate Compound,False
Isopropyl Carbonate,Isopropyl Karbonat,False
PEG Silicate Oil,PEG Silicate Minyak,False
Magnesium Glutamate Complex,Magnesium Glutamate Complex,False
PEG Lactate Compound,PEG Lactate Compound,False
Propyl Stearate,Propyl Stearate,False
PEG Palmitate Copolymer,PEG Palmitate Copolymer,False
PPG Glycol,PPG Glycol,False
Calcium Phosphate,Kalsium Fosfat,False
Butyl Stearate,Butyl Stearate,False
Hydrogenated Laurate,Hydrogenated Laurate,False
Poly Silicate,Poly Silicate,False
Propyl Sulfate,Propyl Sulfat,False
Butyl Citrate,Butyl Sitrat,False
PPG Sulfate,PPG Sulfat,False
Potassium Phosphate,Kalium Fosfat,False
Butyl Carbonate,Butyl Karbonat,False
Magnesium Glycol Solution,Magnesium Glycol Solution,False
Acrylate Carbonate,Acrylate Karbonat,False
Isopropyl Palmitate Compound,Isopropyl Palmitate Compound,False
Isopropyl Stearate Solution,Isopropyl Stearate Solution,False
Acrylate Carbonate,Acrylate Karbonat,False
Hydrogenated Sulfate Copolymer,Hydrogenated Sulfat Copolymer,False
Acrylate Sulfate,Acrylate Sulfat,False
Hydrogenated Citrate,Hydrogenated Sitrat,False
Magnesium Citrate,Magnesium Sitrat,False
PEG Phosphate,PEG Fosfat,False
Propyl Palmitate,Propyl Palmitate,False
Sodium Glycol Solution,Natrium Glycol Solution,False
Butyl Chloride Derivative,Butyl Klorida Derivative,False
Hydrogenated Stearate,Hydrogenated Stearate,False
PPG Lactate,PPG Lactate,False
Magnesium Carbonate,Magnesium Karbonat,False
PPG Glycol,PPG Glycol,False
Poly Glycol Oil,Poly Glycol Minyak,False
Propyl Silicate,Propyl Silicate,False
Propyl Oxide,Propyl Oksida,False
Potassium Palmitate,Kalium Palmitate,False
Acrylate Palmitate,Acrylate Palmitate,False
Calcium Stearate Blend,Kalsium Stearate Blend,False
Butyl Lactate,Butyl Lactate,False
Potassium Laurate,Kalium Laurate,False
Butyl Phosphate,Butyl Fosfat,False
Ethyl Chloride Copolymer,Ethyl Klorida Copolymer,False
Butyl Chloride,Butyl Klorida,False
Isopropyl Phosphate Derivative,Isopropyl Fosfat Derivative,False
Acrylate Chloride,Acrylate Klorida,False
Hydrogenated Carbonate,Hydrogenated Karbonat,False
PEG Lactate,PEG Lactate,False
Poly Carbonate Oil,Poly Karbonat Minyak,False
Hydroxy Palmitate Complex,Hydroxy Palmitate Complex,False
Acrylate Stearate,Acrylate Stearate,False
Isopropyl Silicate,Isopropyl Silicate,False
Poly Palmitate Solution,Poly Palmitate Solution,False
Hydroxy Stearate,Hydroxy Stearate,False
Ethyl Stearate,Ethyl Stearate,False
Isopropyl Benzoate Complex,Isopropyl Benzoat Complex,False
Poly Phosphate,Poly Fosfat,False
Magnesium Chloride,Magnesium Klorida,False
Hydroxy Benzoate Compound,Hydroxy Benzoat Compound,False
Magnesium Palmitate,Magnesium Palmitate,False
Isopropyl Silicate,Isopropyl Silicate,False
Hydroxy Palmitate,Hydroxy Palmitate,False
Hydroxy Benzoate,Hydroxy Benzoat,False
Calcium Glycol,Kalsium Glycol,False
Butyl Sulfate,Butyl Sulfat,False
Propyl Palmitate Extract,Propyl Palmitate Ekstrak,False
Butyl Carbonate,Butyl Karbonat,False
Hydroxy Lactate,Hydroxy Lactate,False
Acrylate Palmitate,Acrylate Palmitate,False
Isopropyl Stearate,Isopropyl Stearate,False
Isopropyl Laurate,Isopropyl Laurate,False
Acrylate Stearate Extract,Acrylate Stearate Ekstrak,False
Calcium Carbonate Copolymer,Kalsium Karbonat Copolymer,False
Sodium Sulfate,Natrium Sulfat,False
Propyl Laurate Extract,Propyl Laurate Ekstrak,False
Ethyl Silicate,Ethyl Silicate,False
Poly Phosphate Compound,Poly Fosfat Compound,False
PPG Lactate,PPG Lactate,False
Sodium Laurate,Natrium Laurate,False
Sodium Benzoate,Natrium Benzoat,False
PPG Lactate,PPG Lactate,False
Hydrogenated Carbonate Blend,Hydrogenated Karbonat Blend,False
Sodium Benzoate,Natrium Benzoat,False
Propyl Oxide,Propyl Oksida,False
Hydrogenated Lactate,Hydrogenated Lactate,False
Isopropyl Benzoate,Isopropyl Benzoat,False
Ethyl Glutamate Copolymer,Ethyl Glutamate Copolymer,False
Isopropyl Chloride,Isopropyl Klorida,False
Magnesium Carbonate,Magnesium Karbonat,False
Isopropyl Benzoate,Isopropyl Benzoat,False
PPG Carbonate,PPG Karbonat,False
Hydrogenated Lactate,Hydrogenated Lactate,False
Hydrogenated Glutamate Oil,Hydrogenated Glutamate Minyak,False
PPG Laurate,PPG Laurate,False
Propyl Lactate Compound,Propyl Lactate Compound,False
Poly Chloride,Poly Klorida,False
Sodium Benzoate,Natrium Benzoat,False
Propyl Chloride Compound,Propyl Klorida Compound,False
PPG Lactate,PPG Lactate,False
Ethyl Lactate,Ethyl Lactate,False
PPG Stearate Compound,PPG Stearate Compound,False
Isopropyl Phosphate,Isopropyl Fosfat,False
Acrylate Glycol Blend,Acrylate Glycol Blend,False
Isopropyl Phosphate,Isopropyl Fosfat,False
Magnesium Lactate Copolymer,Magnesium Lactate Copolymer,False
Calcium Chloride,Kalsium Klorida,False
Propyl Benzoate Compound,Propyl Benzoat Compound,False
Butyl Chloride,Butyl Klorida,False
Hydrogenated Glutamate Derivative,Hydrogenated Glutamate Derivative,False
PEG Benzoate,PEG Benzoat,False
Isopropyl Palmitate,Isopropyl Palmitate,False
Propyl Carbonate,Propyl Karbonat,False
PPG Lactate,PPG Lactate,False
Ethyl Laurate,Ethyl Laurate,False
Hydroxy Stearate Extract,Hydroxy Stearate Ekstrak,False
PPG Palmitate,PPG Palmitate,False
Butyl Sulfate,Butyl Sulfat,False
Calcium Chloride,Kalsium Klorida,False
Calcium Oxide Blend,Kalsium Oksida Blend,False
Hydrogenated Glycol Derivative,Hydrogenated Glycol Derivative,False
Butyl Chloride,Butyl Klorida,False
Poly Sulfate,Poly Sulfat,False
Hydroxy Laurate,Hydroxy Laurate,False
Magnesium Palmitate Blend,Magnesium Palmitate Blend,False
Acrylate Stearate,Acrylate Stearate,False
Calcium Phosphate,Kalsium Fosfat,False
Hydrogenated Silicate,Hydrogenated Silicate,False
Isopropyl Laurate,Isopropyl Laurate,False
PPG Phosphate,PPG Fosfat,False
Calcium Citrate,Kalsium Sitrat,False
Hydrogenated Laurate,Hydrogenated Laurate,False
Potassium Chloride Compound,Kalium Klorida Compound,False
Butyl Carbonate,Butyl Karbonat,False
Sodium Citrate,Natrium Sitrat,False
Isopropyl Carbonate,Isopropyl Karbonat,False
PPG Oxide,PPG Oksida,False
Calcium Phosphate,Kalsium Fosfat,False
Potassium Chloride,Kalium Klorida,False
Potassium Stearate Blend,Kalium Stearate Blend,False
PPG Benzoate,PPG Benzoat,False
Butyl Stearate,Butyl Stearate,False
Acrylate Laurate,Acrylate Laurate,False
Hydrogenated Stearate Oil,Hydrogenated Stearate Minyak,False
PPG Oxide,PPG Oksida,False
Butyl Stearate Compound,Butyl Stearate Compound,False
Hydrogenated Glutamate,Hydrogenated Glutamate,False
Hydrogenated Sulfate Solution,Hydrogenated Sulfat Solution,False
Calcium Phosphate,Kalsium Fosfat,False
Potassium Sulfate Compound,Kalium Sulfat Compound,False
Isopropyl Phosphate Oil,Isopropyl Fosfat Minyak,False
Propyl Chloride Complex,Propyl Klorida Complex,False
Sodium Palmitate Derivative,Natrium Palmitate Derivative,False
Ethyl Sulfate,Ethyl Sulfat,False
Hydrogenated Stearate,Hydrogenated Stearate,False
Acrylate Silicate,Acrylate Silicate,False
Butyl Benzoate,Butyl Benzoat,False
Propyl Glutamate Compound,Propyl Glutamate Compound,False
Poly Phosphate,Poly Fosfat,False
Calcium Silicate Compound,Kalsium Silicate Compound,False
PPG Oxide,PPG Oksida,False
Butyl Glutamate Copolymer,Butyl Glutamate Copolymer,False
Hydrogenated Chloride Extract,Hydrogenated Klorida Ekstrak,False
Poly Oxide Complex,Poly Oksida Complex,False
Butyl Citrate,Butyl Sitrat,False
Poly Sulfate,Poly Sulfat,False
Isopropyl Lactate Extract,Isopropyl Lactate Ekstrak,False
Sodium Laurate,Natrium Laurate,False
Magnesium Stearate,Magnesium Stearate,False
PEG Citrate,PEG Sitrat,False
Acrylate Citrate,Acrylate Sitrat,False
PPG Oxide,PPG Oksida,False
Calcium Carbonate Copolymer,Kalsium Karbonat Copolymer,False
Butyl Palmitate,Butyl Palmitate,False
Poly Benzoate Compound,Poly Benzoat Compound,False
Acrylate Carbonate,Acrylate Karbonat,False
Poly Phosphate Complex,Poly Fosfat Complex,False
Hydroxy Citrate,Hydroxy Sitrat,False
Acrylate Citrate,Acrylate Sitrat,False
Isopropyl Benzoate,Isopropyl Benzoat,False
PPG Stearate,PPG Stearate,False
Acrylate Stearate,Acrylate Stearate,False
Ethyl Silicate,Ethyl Silicate,False
Hydrogenated Citrate,Hydrogenated Sitrat,False
Sodium Citrate,Natrium Sitrat,False
Butyl Carbonate,Butyl Karbonat,False
PPG Carbonate Complex,PPG Karbonat Complex,False
Poly Benzoate Blend,Poly Benzoat Blend,False
Acrylate Laurate Extract,Acrylate Laurate Ekstrak,False
Calcium Silicate Compound,Kalsium Silicate Compound,False
Sodium Glycol,Natrium Glycol,False
Ethyl Palmitate Blend,Ethyl Palmitate Blend,False
Propyl Laurate,Propyl Laurate,False
Hydroxy Benzoate,Hydroxy Benzoat,False
Isopropyl Chloride Extract,Isopropyl Klorida Ekstrak,False
PPG Oxide,PPG Oksida,False
Magnesium Oxide Solution,Magnesium Oksida Solution,False
Potassium Chloride,Kalium Klorida,False
Calcium Laurate,Kalsium Laurate,False
PPG Oxide,PPG Oksida,False
Potassium Carbonate Solution,Kalium Karbonat Solution,False
Sodium Stearate,Natrium Stearate,False
Sodium Stearate Complex,Natrium Stearate Complex,False
Ethyl Silicate,Ethyl Silicate,False
Hydrogenated Carbonate,Hydrogenated Karbonat,False
Sodium Glycol,Natrium Glycol,False
Calcium Silicate,Kalsium Silicate,False
Hydrogenated Oxide Complex,Hydrogenated Oksida Complex,False
Hydrogenated Citrate Extract,Hydrogenated Sitrat Ekstrak,False
PPG Laurate,PPG Laurate,False
Poly Sulfate Derivative,Poly Sulfat Derivative,False
Magnesium Phosphate,Magnesium Fosfat,False
PPG Glycol,PPG Glycol,False
Hydrogenated Sulfate,Hydrogenated Sulfat,False
Butyl Silicate,Butyl Silicate,False
Calcium Palmitate Solution,Kalsium Palmitate Solution,False
Calcium Lactate,Kalsium Lactate,False
PEG Lactate,PEG Lactate,False
Butyl Citrate Solution,Butyl Sitrat Solution,False
Sodium Palmitate Extract,Natrium Palmitate Ekstrak,False
Propyl Palmitate Derivative,Propyl Palmitate Derivative,False
Acrylate Palmitate Compound,Acrylate Palmitate Compound,False
Potassium Lactate,Kalium Lactate,False
Butyl Carbonate Oil,Butyl Karbonat Minyak,False
Propyl Lactate,Propyl Lactate,False
Isopropyl Palmitate,Isopropyl Palmitate,False
Poly Silicate Derivative,Poly Silicate Derivative,False
PEG Lactate,PEG Lactate,False
Acrylate Glutamate Complex,Acrylate Glutamate Complex,False
Hydroxy Sulfate,Hydroxy Sulfat,False
Hydrogenated Oxide,Hydrogenated Oksida,False
Magnesium Phosphate,Magnesium Fosfat,False
Hydrogenated Chloride,Hydrogenated Klorida,False
Magnesium Sulfate,Magnesium Sulfat,False
Calcium Glutamate,Kalsium Glutamate,False
Sodium Carbonate Compound,Natrium Karbonat Compound,False
Magnesium Palmitate,Magnesium Palmitate,False
Poly Sulfate,Poly Sulfat,False
Butyl Laurate Solution,Butyl Laurate Solution,False
Ethyl Sulfate Complex,Ethyl Sulfat Complex,False
Butyl Oxide Compound,Butyl Oksida Compound,False
Hydrogenated Stearate Complex,Hydrogenated Stearate Complex,False
PEG Glycol,PEG Glycol,False
Isopropyl Lactate,Isopropyl Lactate,False
Poly Laurate Complex,Poly Laurate Complex,False
Potassium Laurate Extract,Kalium Laurate Ekstrak,False
PPG Citrate,PPG Sitrat,False
Ethyl Lactate Solution,Ethyl Lactate Solution,False
Hydrogenated Glutamate,Hydrogenated Glutamate,False
PPG Silicate Compound,PPG Silicate Compound,False
PPG Phosphate,PPG Fosfat,False
Acrylate Benzoate,Acrylate Benzoat,False
Calcium Glutamate Blend,Kalsium Glutamate Blend,False
Hydrogenated Phosphate Copolymer,Hydrogenated Fosfat Copolymer,False
Hydroxy Phosphate,Hydroxy Fosfat,False
Propyl Oxide,Propyl Oksida,False
Propyl Glycol,Propyl Glycol,False
Acrylate Stearate Blend,Acrylate Stearate Blend,False
Propyl Stearate Derivative,Propyl Stearate Derivative,False
Ethyl Chloride,Ethyl Klorida,False
Potassium Sulfate,Kalium Sulfat,False
Acrylate Stearate,Acrylate Stearate,False
Ethyl Laurate,Ethyl Laurate,False
Potassium Stearate,Kalium Stearate,False
Isopropyl Chloride Derivative,Isopropyl Klorida Derivative,False
Acrylate Glycol,Acrylate Glycol,False
PPG Benzoate,PPG Benzoat,False
Magnesium Chloride Copolymer,Magnesium Klorida Copolymer,False
Potassium Lactate,Kalium Lactate,False
Potassium Oxide,Kalium Oksida,False
Calcium Silicate,Kalsium Silicate,False
Butyl Lactate,Butyl Lactate,False
Potassium Citrate,Kalium Sitrat,False
Hydrogenated Chloride,Hydrogenated Klorida,False
PPG Palmitate,PPG Palmitate,False
Ethyl Carbonate,Ethyl Karbonat,False
Sodium Silicate,Natrium Silicate,False
Propyl Benzoate,Propyl Benzoat,False
Hydrogenated Silicate,Hydrogenated Silicate,False
Poly Sulfate,Poly Sulfat,False
Calcium Glutamate,Kalsium Glutamate,False
Ethyl Sulfate,Ethyl Sulfat,False
Potassium Lactate Complex,Kalium Lactate Complex,False
Hydroxy Laurate,Hydroxy Laurate,False
Calcium Palmitate,Kalsium Palmitate,False
Magnesium Chloride Complex,Magnesium Klorida Complex,False
Propyl Benzoate Derivative,Propyl Benzoat Derivative,False
Propyl Carbonate,Propyl Karbonat,False
Hydroxy Citrate Solution,Hydroxy Sitrat Solution,False
Hydroxy Silicate Extract,Hydroxy Silicate Ekstrak,False
Propyl Sulfate,Propyl Sulfat,False
Potassium Carbonate Blend,Kalium Karbonat Blend,False
Sodium Lactate Derivative,Natrium Lactate Derivative,False
Calcium Stearate,Kalsium Stearate,False
PEG Lactate,PEG Lactate,False
Sodium Laurate,Natrium Laurate,False
Sodium Benzoate,Natrium Benzoat,False
Isopropyl Carbonate,Isopropyl Karbonat,False
PPG Glycol Solution,PPG Glycol Solution,False
Magnesium Glycol Solution,Magnesium Glycol Solution,False
Magnesium Glycol,Magnesium Glycol,False
Butyl Laurate,Butyl Laurate,False
Magnesium Glycol,Magnesium Glycol,False
Isopropyl Silicate,Isopropyl Silicate,False
Calcium Laurate Blend,Kalsium Laurate Blend,False
Magnesium Sulfate,Magnesium Sulfat,False
Potassium Chloride,Kalium Klorida,False
Calcium Carbonate,Kalsium Karbonat,False
Calcium Laurate,Kalsium Laurate,False
Poly Palmitate,Poly Palmitate,False
Butyl Oxide,Butyl Oksida,False
Calcium Glutamate Extract,Kalsium Glutamate Ekstrak,False
Potassium Stearate,Kalium Stearate,False
PPG Citrate Complex,PPG Sitrat Complex,False
Hydroxy Lactate,Hydroxy Lactate,False
Sodium Palmitate Solution,Natrium Palmitate Solution,False
Poly Carbonate,Poly Karbonat,False
Butyl Lactate Extract,Butyl Lactate Ekstrak,False
PPG Chloride,PPG Klorida,False
PPG Citrate Oil,PPG Sitrat Minyak,False
Butyl Chloride,Butyl Klorida,False
Isopropyl Sulfate Oil,Isopropyl Sulfat Minyak,False
Acrylate Benzoate Copolymer,Acrylate Benzoat Copolymer,False
Acrylate Chloride Complex,Acrylate Klorida Complex,False
Propyl Benzoate,Propyl Benzoat,False
Acrylate Glycol,Acrylate Glycol,False
Ethyl Lactate Blend,Ethyl Lactate Blend,False
Poly Laurate,Poly Laurate,False
Poly Chloride,Poly Klorida,False
Isopropyl Citrate,Isopropyl Sitrat,False
Calcium Glutamate,Kalsium Glutamate,False
Acrylate Glycol Solution,Acrylate Glycol Solution,False
Calcium Oxide,Kalsium Oksida,False
Magnesium Phosphate,Magnesium Fosfat,False
Hydrogenated Carbonate Oil,Hydrogenated Karbonat Minyak,False
Calcium Citrate,Kalsium Sitrat,False
PPG Palmitate Blend,PPG Palmitate Blend,False
Hydrogenated Chloride,Hydrogenated Klorida,False
Hydroxy Chloride Copolymer,Hydroxy Klorida Copolymer,False
Calcium Laurate,Kalsium Laurate,False
Propyl Silicate,Propyl Silicate,False
Magnesium Stearate Blend,Magnesium Stearate Blend,False
Magnesium Lactate,Magnesium Lactate,False
Magnesium Oxide,Magnesium Oksida,False
Butyl Glycol,Butyl Glycol,False
Hydrogenated Phosphate,Hydrogenated Fosfat,False
Hydroxy Carbonate,Hydroxy Karbonat,False
Butyl Palmitate,Butyl Palmitate,False
Calcium Stearate Copolymer,Kalsium Stearate Copolymer,False
Magnesium Stearate,Magnesium Stearate,False
Isopropyl Silicate,Isopropyl Silicate,False
Ethyl Silicate,Ethyl Silicate,False
Sodium Laurate Copolymer,Natrium Laurate Copolymer,False
PEG Glycol,PEG Glycol,False
Potassium Lactate,Kalium Lactate,False
Propyl Phosphate,Propyl Fosfat,False
Propyl Sulfate Derivative,Propyl Sulfat Derivative,False
Acrylate Carbonate,Acrylate Karbonat,False
Hydroxy Chloride Copolymer,Hydroxy Klorida Copolymer,False
Calcium Glutamate,Kalsium Glutamate,False
Isopropyl Benzoate Derivative,Isopropyl Benzoat Derivative,False
PPG Glutamate Complex,PPG Glutamate Complex,False
Propyl Palmitate,Propyl Palmitate,False
PEG Silicate Copolymer,PEG Silicate Copolymer,False
Hydroxy Glycol,Hydroxy Glycol,False
Acrylate Glutamate,Acrylate Glutamate,False
Magnesium Oxide,Magnesium Oksida,False
Poly Lactate Complex,Poly Lactate Complex,False
Calcium Chloride,Kalsium Klorida,False
Calcium Glycol,Kalsium Glycol,False
Propyl Phosphate Extract,Propyl Fosfat Ekstrak,False
Magnesium Citrate,Magnesium Sitrat,False
Isopropyl Oxide,Isopropyl Oksida,False
Ethyl Glycol,Ethyl Glycol,False
Isopropyl Citrate,Isopropyl Sitrat,False
PPG Oxide Complex,PPG Oksida Complex,False
Propyl Glutamate,Propyl Glutamate,False
Hydrogenated Glycol,Hydrogenated Glycol,False
Ethyl Silicate,Ethyl Silicate,False
Hydroxy Glycol Extract,Hydroxy Glycol Ekstrak,False
Isopropyl Palmitate,Isopropyl Palmitate,False
Hydroxy Benzoate Derivative,Hydroxy Benzoat Derivative,False
Magnesium Palmitate Derivative,Magnesium Palmitate Derivative,False
Butyl Sulfate Solution,Butyl Sulfat Solution,False
Hydrogenated Phosphate Oil,Hydrogenated Fosfat Minyak,False
Ethyl Chloride Derivative,Ethyl Klorida Derivative,False
Potassium Stearate Oil,Kalium Stearate Minyak,False
Calcium Phosphate,Kalsium Fosfat,False
Magnesium Palmitate,Magnesium Palmitate,False
Hydrogenated Laurate Blend,Hydrogenated Laurate Blend,False
PPG Chloride Extract,PPG Klorida Ekstrak,False
Sodium Palmitate,Natrium Palmitate,False
Hydroxy Lactate Blend,Hydroxy Lactate Blend,False
Hydroxy Laurate Compound,Hydroxy Laurate Compound,False
Butyl Glycol,Butyl Glycol,False
Calcium Laurate Oil,Kalsium Laurate Minyak,False
Magnesium Silicate,Magnesium Silicate,False
Butyl Carbonate,Butyl Karbonat,False
PEG Glutamate,PEG Glutamate,False
Hydrogenated Stearate Copolymer,Hydrogenated Stearate Copolymer,False
Hydrogenated Glutamate,Hydrogenated Glutamate,False
Butyl Phosphate Copolymer,Butyl Fosfat Copolymer,False
Acrylate Glycol Solution,Acrylate Glycol Solution,False
PEG Glutamate Copolymer,PEG Glutamate Copolymer,False
Isopropyl Benzoate,Isopropyl Benzoat,False
Potassium Glutamate Extract,Kalium Glutamate Ekstrak,False
Acrylate Benzoate Copolymer,Acrylate Benzoat Copolymer,False
PEG Chloride,PEG Klorida,False
Butyl Sulfate,Butyl Sulfat,False
PPG Lactate,PPG Lactate,False
Ethyl Chloride,Ethyl Klorida,False
PEG Glycol,PEG Glycol,False
Propyl Silicate,Propyl Silicate,False
PEG Oxide Solution,PEG Oksida Solution,False
Butyl Chloride Compound,Butyl Klorida Compound,False
PPG Glycol,PPG Glycol,False
PPG Palmitate,PPG Palmitate,False
Hydrogenated Phosphate Derivative,Hydrogenated Fosfat Derivative,False
Magnesium Lactate Derivative,Magnesium Lactate Derivative,False
Magnesium Chloride,Magnesium Klorida,False
Propyl Laurate,Propyl Laurate,False
Potassium Carbonate Copolymer,Kalium Karbonat Copolymer,False
Poly Glycol,Poly Glycol,False
Magnesium Carbonate Derivative,Magnesium Karbonat Derivative,False
Propyl Silicate,Propyl Silicate,False
Acrylate Silicate,Acrylate Silicate,False
Acrylate Silicate,Acrylate Silicate,False
Sodium Benzoate Extract,Natrium Benzoat Ekstrak,False
Acrylate Stearate Copolymer,Acrylate Stearate Copolymer,False
Propyl Palmitate,Propyl Palmitate,False
Magnesium Glycol,Magnesium Glycol,False
PEG Silicate Compound,PEG Silicate Compound,False
Isopropyl Oxide Blend,Isopropyl Oksida Blend,False
Poly Citrate,Poly Sitrat,False
Sodium Benzoate Complex,Natrium Benzoat Complex,False
Butyl Glutamate,Butyl Glutamate,False
Sodium Stearate Blend,Natrium Stearate Blend,False
Magnesium Laurate,Magnesium Laurate,False
Acrylate Oxide,Acrylate Oksida,False
Calcium Citrate,Kalsium Sitrat,False
Isopropyl Stearate,Isopropyl Stearate,False
Ethyl Oxide,Ethyl Oksida,False
PEG Laurate,PEG Laurate,False
Propyl Stearate,Propyl Stearate,False
Calcium Glycol,Kalsium Glycol,False
PPG Carbonate,PPG Karbonat,False
PEG Glycol,PEG Glycol,False
Poly Carbonate,Poly Karbonat,False
Propyl Oxide,Propyl Oksida,False
Potassium Carbonate Extract,Kalium Karbonat Ekstrak,False
Sodium Benzoate,Natrium Benzoat,False
Sodium Chloride,Natrium Klorida,False
Propyl Lactate,Propyl Lactate,False
Propyl Carbonate,Propyl Karbonat,False
Poly Silicate,Poly Silicate,False
Acrylate Sulfate Copolymer,Acrylate Sulfat Copolymer,False
Ethyl Benzoate,Ethyl Benzoat,False
Butyl Palmitate Oil,Butyl Palmitate Minyak,False
Butyl Sulfate,Butyl Sulfat,False
Hydroxy Stearate,Hydroxy Stearate,False
Calcium Oxide,Kalsium Oksida,False
Propyl Phosphate Derivative,Propyl Fosfat Derivative,False
Magnesium Glutamate,Magnesium Glutamate,False
Calcium Sulfate Complex,Kalsium Sulfat Complex,False
Ethyl Phosphate,Ethyl Fosfat,False
Isopropyl Oxide Oil,Isopropyl Oksida Minyak,False
Hydroxy Stearate,Hydroxy Stearate,False
Butyl Chloride,Butyl Klorida,False
PPG Glutamate Compound,PPG Glutamate Compound,False
Hydroxy Oxide,Hydroxy Oksida,False
Hydroxy Benzoate,Hydroxy Benzoat,False
Sodium Palmitate,Natrium Palmitate,False
Poly Phosphate,Poly Fosfat,False
PPG Stearate Compound,PPG Stearate Compound,False
Potassium Lactate Extract,Kalium Lactate Ekstrak,False
PPG Phosphate,PPG Fosfat,False
Isopropyl Phosphate Oil,Isopropyl Fosfat Minyak,False
Isopropyl Laurate Solution,Isopropyl Laurate Solution,False
Isopropyl Glutamate Extract,Isopropyl Glutamate Ekstrak,False
Poly Citrate,Poly Sitrat,False
Sodium Glutamate Copolymer,Natrium Glutamate Copolymer,False
Calcium Carbonate,Kalsium Karbonat,False
Potassium Silicate,Kalium Silicate,False
Poly Stearate,Poly Stearate,False
Calcium Carbonate,Kalsium Karbonat,False
Isopropyl Carbonate Compound,Isopropyl Karbonat Compound,False
PEG Carbonate Derivative,PEG Karbonat Derivative,False
PEG Silicate,PEG Silicate,False
Poly Laurate,Poly Laurate,False
Ethyl Benzoate,Ethyl Benzoat,False
Sodium Phosphate,Natrium Fosfat,False
Ethyl Glycol Derivative,Ethyl Glycol Derivative,False
Ethyl Carbonate,Ethyl Karbonat,False
Isopropyl Laurate,Isopropyl Laurate,False
PEG Stearate,PEG Stearate,False
PEG Carbonate,PEG Karbonat,False
Isopropyl Palmitate Oil,Isopropyl Palmitate Minyak,False
PEG Palmitate Derivative,PEG Palmitate Derivative,False
Poly Phosphate,Poly Fosfat,False
Sodium Palmitate Solution,Natrium Palmitate Solution,False
Magnesium Laurate,Magnesium Laurate,False
Calcium Glutamate Blend,Kalsium Glutamate Blend,False
Calcium Palmitate Copolymer,Kalsium Palmitate Copolymer,False
Sodium Palmitate Compound,Natrium Palmitate Compound,False
Magnesium Oxide,Magnesium Oksida,False
Propyl Silicate,Propyl Silicate,False
Magnesium Oxide Copolymer,Magnesium Oksida Copolymer,False
Isopropyl Chloride,Isopropyl Klorida,False
Sodium Oxide,Natrium Oksida,False
Hydroxy Benzoate,Hydroxy Benzoat,False
Calcium Silicate,Kalsium Silicate,False
Ethyl Stearate,Ethyl Stearate,False
Potassium Laurate,Kalium Laurate,False
Poly Oxide Copolymer,Poly Oksida Copolymer,False
Acrylate Palmitate,Acrylate Palmitate,False
Magnesium Glutamate Blend,Magnesium Glutamate Blend,False
Acrylate Citrate,Acrylate Sitrat,False
Sodium Chloride,Natrium Klorida,False
Potassium Phosphate,Kalium Fosfat,False
Hydroxy Benzoate Compound,Hydroxy Benzoat Compound,False
Isopropyl Lactate,Isopropyl Lactate,False
Calcium Silicate,Kalsium Silicate,False
Acrylate Carbonate Blend,Acrylate Karbonat Blend,False
Propyl Silicate,Propyl Silicate,False
Butyl Stearate Copolymer,Butyl Stearate Copolymer,False
Calcium Citrate,Kalsium Sitrat,False
Acrylate Benzoate,Acrylate Benzoat,False
PEG Chloride Compound,PEG Klorida Compound,False
Calcium Glutamate,Kalsium Glutamate,False
Propyl Glycol Extract,Propyl Glycol Ekstrak,False
Calcium Benzoate,Kalsium Benzoat,False
PPG Carbonate,PPG Karbonat,False
PEG Citrate,PEG Sitrat,False
Calcium Phosphate,Kalsium Fosfat,False
Isopropyl Citrate Compound,Isopropyl Sitrat Compound,False
Butyl Stearate,Butyl Stearate,False
Hydrogenated Silicate,Hydrogenated Silicate,False
Potassium Citrate,Kalium Sitrat,False
Acrylate Stearate Blend,Acrylate Stearate Blend,False
PPG Palmitate,PPG Palmitate,False
Sodium Glutamate,Natrium Glutamate,False
